seconds,data1,data2,data3,data4,data5,data6,data7,data8,data9
0.296,1666.927210552027,1492.818759159746,1492.818759159746,1492.818759159746,1492.818759159746,1492.818759159746,165.44,110.16,113.09
0.298,1676.5999022960427,1595.9941377625792,1595.9941377625792,1595.9941377625792,1595.9941377625792,1595.9941377625792,165.44,110.16,113.09
0.3,1673.3756717147041,1634.6849047386418,1634.6849047386418,1634.6849047386418,1634.6849047386418,1634.6849047386418,165.44,110.16,113.09
0.302,1666.927210552027,1982.9018075232045,1982.9018075232045,1982.9018075232045,1982.9018075232045,1982.9018075232045,165.44,110.16,113.09
0.304,1647.581827063996,2115.095261358085,2115.095261358085,2115.095261358085,2115.095261358085,2115.095261358085,165.44,110.16,113.09
0.306,1628.2364435759646,1508.9399120664386,1508.9399120664386,1508.9399120664386,1508.9399120664386,1508.9399120664386,165.44,110.16,113.09
0.308,1628.2364435759646,1144.601856375183,1144.601856375183,1144.601856375183,1144.601856375183,1144.601856375183,165.44,110.16,113.09
0.31,1628.2364435759646,1131.7049340498288,1131.7049340498288,1131.7049340498288,1131.7049340498288,1131.7049340498288,165.44,110.16,113.09
0.312,1641.133365901319,1602.4425989252563,1602.4425989252563,1602.4425989252563,1602.4425989252563,1602.4425989252563,165.44,110.16,113.09
0.314,1647.581827063996,1928.0898876404492,1928.0898876404492,1928.0898876404492,1928.0898876404492,1928.0898876404492,165.44,102.54,100.78
0.316,1666.927210552027,1837.8114313629699,1837.8114313629699,1837.8114313629699,1837.8114313629699,1837.8114313629699,165.44,102.54,100.78
0.318,1673.3756717147041,1960.3321934538349,1960.3321934538349,1960.3321934538349,1960.3321934538349,1960.3321934538349,165.44,102.54,100.78
0.32,1647.581827063996,1882.9506595017097,1882.9506595017097,1882.9506595017097,1882.9506595017097,1882.9506595017097,165.44,102.54,100.78
0.322,1634.6849047386418,1505.7156814851,1505.7156814851,1505.7156814851,1505.7156814851,1505.7156814851,165.44,102.54,100.78
0.324,1641.133365901319,1309.0376160234487,1309.0376160234487,1309.0376160234487,1309.0376160234487,1309.0376160234487,165.44,102.54,100.78
0.326,1634.6849047386418,1554.079140205178,1554.079140205178,1554.079140205178,1554.079140205178,1554.079140205178,165.44,102.54,100.78
0.328,1641.133365901319,1899.0718124084021,1899.0718124084021,1899.0718124084021,1899.0718124084021,1899.0718124084021,165.44,102.54,100.78
0.33,1644.3575964826573,1899.0718124084021,1899.0718124084021,1899.0718124084021,1899.0718124084021,1899.0718124084021,165.44,102.54,100.78
0.332,1641.133365901319,1583.097215437225,1583.097215437225,1583.097215437225,1583.097215437225,1583.097215437225,165.44,102.54,100.78
0.334,1631.4606741573032,1467.0249145090374,1467.0249145090374,1467.0249145090374,1467.0249145090374,1467.0249145090374,165.44,102.54,100.78
0.336,1644.3575964826573,1434.782608695652,1434.782608695652,1434.782608695652,1434.782608695652,1434.782608695652,165.44,102.54,100.78
0.338,1660.4787493893502,1354.1768441621884,1354.1768441621884,1354.1768441621884,1354.1768441621884,1354.1768441621884,165.44,102.54,100.78
0.34,1673.3756717147041,1483.1460674157302,1483.1460674157302,1483.1460674157302,1483.1460674157302,1483.1460674157302,0.0,0.0,0.0
0.342,1663.7029799706886,1786.2237420615531,1786.2237420615531,1786.2237420615531,1786.2237420615531,1786.2237420615531,0.0,0.0,0.0
0.344,1650.8060576453345,2057.0591108939907,2057.0591108939907,2057.0591108939907,2057.0591108939907,2057.0591108939907,0.0,0.0,0.0
0.346,1647.581827063996,2063.507572056668,2063.507572056668,2063.507572056668,2063.507572056668,2063.507572056668,0.0,0.0,0.0
0.348,1650.8060576453345,1828.1387396189546,1828.1387396189546,1828.1387396189546,1828.1387396189546,1828.1387396189546,0.0,0.0,0.0
0.35,1637.9091353199804,1634.6849047386418,1634.6849047386418,1634.6849047386418,1634.6849047386418,1634.6849047386418,0.0,0.0,0.0
0.352,1628.2364435759646,1370.2979970688812,1370.2979970688812,1370.2979970688812,1370.2979970688812,1370.2979970688812,0.0,0.0,0.0
0.354,1637.9091353199804,1460.5764533463603,1460.5764533463603,1460.5764533463603,1460.5764533463603,1460.5764533463603,0.0,0.0,0.0
0.356,1644.3575964826573,1844.259892525647,1844.259892525647,1844.259892525647,1844.259892525647,1844.259892525647,0.0,0.0,0.0
0.358,1660.4787493893502,1857.1568148510012,1857.1568148510012,1857.1568148510012,1857.1568148510012,1857.1568148510012,0.0,0.0,0.0
0.36,1660.4787493893502,1695.9452857840743,1695.9452857840743,1695.9452857840743,1695.9452857840743,1695.9452857840743,0.0,0.0,0.0
0.362,1654.030288226673,1734.6360527601364,1734.6360527601364,1734.6360527601364,1734.6360527601364,1734.6360527601364,0.0,0.0,0.0
0.364,1647.581827063996,1695.9452857840743,1695.9452857840743,1695.9452857840743,1695.9452857840743,1695.9452857840743,0.0,0.0,0.0
0.366,1641.133365901319,1134.9291646311674,1134.9291646311674,1134.9291646311674,1134.9291646311674,1134.9291646311674,165.0,102.54,93.75
0.368,1612.1152906692719,709.3307278944797,709.3307278944797,709.3307278944797,709.3307278944797,709.3307278944797,165.0,102.54,93.75
0.37,1615.3395212506105,1460.5764533463603,1460.5764533463603,1460.5764533463603,1460.5764533463603,1460.5764533463603,165.0,102.54,93.75
0.372,1644.3575964826573,2089.301416707376,2089.301416707376,2089.301416707376,2089.301416707376,2089.301416707376,165.0,102.54,93.75
0.374,1670.1514411333656,1744.3087445041522,1744.3087445041522,1744.3087445041522,1744.3087445041522,1744.3087445041522,165.0,102.54,93.75
0.376,1670.1514411333656,1338.0556912554957,1338.0556912554957,1338.0556912554957,1338.0556912554957,1338.0556912554957,165.0,102.54,93.75
0.378,1663.7029799706886,1502.4914509037615,1502.4914509037615,1502.4914509037615,1502.4914509037615,1502.4914509037615,165.0,102.54,93.75
0.38,1660.4787493893502,1695.9452857840743,1695.9452857840743,1695.9452857840743,1695.9452857840743,1695.9452857840743,165.0,102.54,93.75
0.382,1670.1514411333656,1882.9506595017097,1882.9506595017097,1882.9506595017097,1882.9506595017097,1882.9506595017097,165.0,102.54,93.75
0.384,1663.7029799706886,2005.471421592574,2005.471421592574,2005.471421592574,2005.471421592574,2005.471421592574,165.0,102.54,93.75
0.386,1647.581827063996,1911.9687347337563,1911.9687347337563,1911.9687347337563,1911.9687347337563,1911.9687347337563,165.0,102.54,93.75
0.388,1647.581827063996,1915.192965315095,1915.192965315095,1915.192965315095,1915.192965315095,1915.192965315095,165.0,102.54,93.75
0.39,1647.581827063996,2002.2471910112356,2002.2471910112356,2002.2471910112356,2002.2471910112356,2002.2471910112356,165.0,102.54,93.75
0.392,1650.8060576453345,1853.9325842696628,1853.9325842696628,1853.9325842696628,1853.9325842696628,1853.9325842696628,165.0,103.13,98.44
0.394,1637.9091353199804,1812.0175867122616,1812.0175867122616,1812.0175867122616,1812.0175867122616,1812.0175867122616,165.0,103.13,98.44
0.396,1625.0122129946262,1602.4425989252563,1602.4425989252563,1602.4425989252563,1602.4425989252563,1602.4425989252563,165.0,103.13,98.44
0.398,1625.0122129946262,1496.0429897410843,1496.0429897410843,1496.0429897410843,1496.0429897410843,1496.0429897410843,165.0,103.13,98.44
0.4,1647.581827063996,1537.9579872984852,1537.9579872984852,1537.9579872984852,1537.9579872984852,1537.9579872984852,165.0,103.13,98.44
0.402,1660.4787493893502,1534.7337567171467,1534.7337567171467,1534.7337567171467,1534.7337567171467,1534.7337567171467,165.0,103.13,98.44
0.404,1663.7029799706886,1537.9579872984852,1537.9579872984852,1537.9579872984852,1537.9579872984852,1537.9579872984852,165.0,103.13,98.44
0.406,1673.3756717147041,1489.5945285784073,1489.5945285784073,1489.5945285784073,1489.5945285784073,1489.5945285784073,165.0,103.13,98.44
