seconds,data1,data2,data3,data4,data5,data6,data7,data8,data9
14.768,1628.236444,1992.574499,1992.574499,1992.574499,1992.574499,1992.574499,0,0,0
14.77,1605.66683,1940.98681,1940.98681,1940.98681,1940.98681,1940.98681,33.97,22.85,21.09
14.772,1615.339521,2024.816805,2024.816805,2024.816805,2024.816805,2024.816805,33.97,22.85,21.09
14.774,1634.684905,1686.272594,1686.272594,1686.272594,1686.272594,1686.272594,33.97,22.85,21.09
14.776,1644.357596,1763.654128,1763.654128,1763.654128,1763.654128,1763.654128,33.97,22.85,21.09
14.778,1666.927211,1753.981436,1753.981436,1753.981436,1753.981436,1753.981436,33.97,22.85,21.09
14.78,1676.599902,1666.927211,1666.927211,1666.927211,1666.927211,1666.927211,33.97,22.85,21.09
14.782,1663.70298,1038.202247,1038.202247,1038.202247,1038.202247,1038.202247,33.97,22.85,21.09
14.784,1663.70298,989.8387885,989.8387885,989.8387885,989.8387885,989.8387885,33.97,22.85,21.09
14.786,1673.375672,1812.017587,1812.017587,1812.017587,1812.017587,1812.017587,33.97,22.85,21.09
14.788,1650.806058,2111.871031,2111.871031,2111.871031,2111.871031,2111.871031,33.97,22.85,21.09
14.79,1621.787982,1776.55105,1776.55105,1776.55105,1776.55105,1776.55105,33.97,22.85,21.09
14.792,1612.115291,1828.13874,1828.13874,1828.13874,1828.13874,1828.13874,33.97,22.85,21.09
14.794,1628.236444,1992.574499,1992.574499,1992.574499,1992.574499,1992.574499,33.97,22.85,21.09
14.796,1621.787982,1895.847582,1895.847582,1895.847582,1895.847582,1895.847582,36.18,24.02,22.27
14.798,1605.66683,1679.824133,1679.824133,1679.824133,1679.824133,1679.824133,36.18,24.02,22.27
14.8,1631.460674,2463.312164,2463.312164,2463.312164,2463.312164,2463.312164,36.18,24.02,22.27
14.802,1660.478749,2476.209086,2476.209086,2476.209086,2476.209086,2476.209086,36.18,24.02,22.27
14.804,1634.684905,1595.994138,1595.994138,1595.994138,1595.994138,1595.994138,36.18,24.02,22.27
14.806,1670.151441,802.8334148,802.8334148,802.8334148,802.8334148,802.8334148,36.18,24.02,22.27
14.808,1724.963361,893.111871,893.111871,893.111871,893.111871,893.111871,36.18,24.02,22.27
14.81,1705.617978,1499.26722,1499.26722,1499.26722,1499.26722,1499.26722,36.18,24.02,22.27
14.812,1631.460674,1566.976063,1566.976063,1566.976063,1566.976063,1566.976063,36.18,24.02,22.27
14.814,1599.218368,1376.746458,1376.746458,1376.746458,1376.746458,1376.746458,36.18,24.02,22.27
14.816,1615.339521,1402.540303,1402.540303,1402.540303,1402.540303,1402.540303,36.18,24.02,22.27
14.818,1628.236444,1367.073766,1367.073766,1367.073766,1367.073766,1367.073766,36.18,24.02,22.27
14.82,1641.133366,1573.424524,1573.424524,1573.424524,1573.424524,1573.424524,36.18,24.02,22.27
14.822,1650.806058,1695.945286,1695.945286,1695.945286,1695.945286,1695.945286,36.18,24.02,22.27
